Draw Date,Winning Numbers,Mega Ball,Multiplier
03/18/16,05 08 57 59 73,13,5
03/22/16,06 19 34 38 70,5,5
03/25/16,04 11 12 35 46,12,2
03/29/16,33 38 40 46 49,15,5
04/01/16,25 28 33 41 69,6,2
04/05/16,13 45 52 53 57,10,5
04/08/16,31 38 52 65 71,15,3
04/12/16,07 11 59 62 63,3,5
04/15/16,09 10 34 37 73,9,5
04/19/16,09 28 40 57 65,2,5
04/22/16,02 19 21 42 60,13,5
04/26/16,14 16 17 28 48,2,2
04/29/16,05 06 37 55 74,10,5
05/03/16,28 29 33 36 45,15,5
05/06/16,14 26 27 32 36,7,4
05/10/16,12 22 46 56 74,4,3
05/13/16,20 21 38 54 66,7,4
05/17/16,17 24 27 48 75,6,3
05/20/16,19 24 26 40 68,8,2
05/24/16,11 50 51 70 75,15,4
05/27/16,18 41 50 68 70,9,3
05/31/16,09 31 34 41 49,8,5
06/03/16,32 54 65 66 71,10,3
06/07/16,25 48 51 65 72,4,4
06/10/16,34 61 66 67 68,7,5
06/14/16,36 37 38 52 62,6,5
06/17/16,20 23 30 44 59,9,5
06/21/16,06 13 21 49 50,10,5
06/24/16,11 14 54 57 63,11,5
06/28/16,15 17 20 35 55,7,2
07/01/16,20 41 42 45 49,14,2
07/05/16,29 46 53 64 73,10,5
07/08/16,08 19 20 55 73,5,2
07/12/16,06 08 22 46 68,4,4
07/15/16,16 51 52 56 58,4,2
07/19/16,03 34 54 65 66,4,5
07/22/16,08 24 25 26 30,7,4
07/26/16,01 04 31 36 54,9,3
07/29/16,11 16 19 31 48,4,5
08/02/16,03 12 36 54 70,12,5
08/05/16,05 18 28 54 74,6,4
08/09/16,12 19 20 44 66,1,5
08/12/16,04 41 44 56 69,10,4
08/16/16,02 43 52 62 63,6,5
08/19/16,22 37 45 65 73,13,5
08/23/16,02 07 46 61 66,1,2
08/26/16,10 11 31 41 44,14,2
08/30/16,28 32 41 51 71,11,4
09/02/16,22 28 41 46 60,3,3
09/06/16,25 37 58 69 75,8,3
09/09/16,01 34 43 44 63,11,4
09/13/16,06 15 17 39 56,15,3
09/16/16,13 21 28 34 40,15,3
09/20/16,02 22 34 62 72,2,5
09/23/16,01 05 08 25 62,14,3
09/27/16,14 16 26 53 72,4,4
09/30/16,21 30 47 50 57,9,5
10/04/16,18 29 30 54 66,1,5
10/07/16,24 37 42 50 65,14,2
10/11/16,36 39 42 45 48,3,2
10/14/16,07 27 60 64 74,5,3
10/18/16,07 24 28 65 74,1,2
10/21/16,12 43 44 48 66,3,4
10/25/16,08 09 24 49 67,13,3
10/28/16,07 38 46 57 66,2,5
11/01/16,19 24 31 39 45,13,2
11/04/16,10 29 32 44 46,10,3
11/08/16,46 48 53 61 74,12,4
11/11/16,16 40 47 53 59,11,5
11/15/16,09 17 23 57 71,6,3
11/18/16,31 32 49 55 58,15,5
11/22/16,01 43 45 66 69,7,5
11/25/16,44 47 49 69 75,10,3
11/29/16,22 33 49 51 59,8,4
12/02/16,03 33 35 49 51,1,2
12/06/16,13 34 48 53 63,12,4
12/09/16,19 27 47 67 68,1,5
12/13/16,02 15 26 34 41,14,5
12/16/16,01 08 15 36 43,6,5
12/20/16,01 12 14 48 65,2,5
12/23/16,21 30 39 60 69,15,5
12/27/16,02 28 30 38 39,11,4
12/30/16,06 21 33 39 43,2,2
01/03/17,14 16 23 49 53,12,2
01/06/17,06 10 44 47 54,6,5
01/10/17,11 20 40 41 59,15,5
01/13/17,10 44 58 74 75,11,3
01/17/17,20 31 54 56 59,3,5
01/20/17,07 09 24 41 53,14,3
01/24/17,08 42 54 63 67,11,4
01/27/17,17 37 53 54 61,8,3
01/31/17,03 14 27 62 72,4,3
02/03/17,03 06 29 30 64,3,5
02/07/17,23 28 37 56 71,12,5
02/10/17,32 39 51 62 75,14,5
02/14/17,07 11 33 60 68,15,5
02/17/17,04 56 58 67 75,8,5
02/21/17,09 21 30 32 75,9,5
02/24/17,12 29 33 42 68,14,3
02/28/17,20 33 45 58 69,4,2
03/03/17,14 26 39 48 51,9,5
03/07/17,03 30 45 53 68,11,3
03/10/17,26 38 42 58 70,5,5
03/14/17,16 23 28 33 59,13,3
03/17/17,11 27 31 58 60,10,4
03/21/17,04 45 53 73 75,7,3
03/24/17,05 28 37 61 69,1,5
03/28/17,30 33 35 37 46,10,5
03/31/17,17 24 27 32 58,10,3
04/04/17,13 24 34 35 55,9,5
04/07/17,30 33 43 47 69,15,5
04/11/17,19 34 35 38 49,8,5
04/14/17,05 10 55 60 73,12,5
04/18/17,08 29 30 43 64,6,3
04/21/17,01 12 13 32 34,10,2
04/25/17,03 13 33 40 50,2,4
04/28/17,06 13 18 20 31,13,4
05/02/17,05 14 42 43 58,1,4
05/05/17,04 23 33 47 53,7,4
05/09/17,06 29 45 69 73,11,5
05/12/17,28 34 41 42 47,13,4
05/16/17,04 35 39 56 72,11,5
05/19/17,01 04 05 24 30,1,3
05/23/17,06 13 17 33 60,14,2
05/26/17,25 26 28 37 56,5,3
05/30/17,05 20 32 37 67,5,5
06/02/17,07 42 57 69 72,10,3
06/06/17,03 05 16 49 75,5,3
06/09/17,03 16 28 33 37,9,5
06/13/17,27 51 62 68 75,8,3
06/16/17,18 22 26 30 44,9,5
06/20/17,02 15 41 49 63,3,3
06/23/17,12 20 53 66 74,11,2
06/27/17,04 21 45 52 57,14,4
06/30/17,10 38 51 55 64,6,5
07/04/17,16 39 47 53 71,15,4
07/07/17,02 09 11 28 60,10,5
07/11/17,07 18 24 55 74,10,2
07/14/17,11 12 24 32 73,1,4
07/18/17,08 12 23 51 73,6,4
07/21/17,18 31 36 50 74,10,4
07/25/17,02 05 26 58 60,6,3
07/28/17,04 06 31 49 52,11,3
08/01/17,20 22 52 57 73,7,5
08/04/17,09 17 25 63 71,4,5
08/08/17,11 17 50 52 74,14,2
08/11/17,23 33 53 56 58,6,5
08/15/17,07 16 20 66 73,7,2
08/18/17,01 31 34 40 75,6,3
08/22/17,24 35 46 50 51,7,4
08/25/17,17 38 42 51 65,11,5
08/29/17,02 13 17 35 73,3,3
09/01/17,04 13 31 50 64,12,5
09/05/17,11 17 59 70 72,1,3
09/08/17,04 05 14 26 73,14,3
09/12/17,26 37 41 54 65,3,4
09/15/17,18 24 34 38 58,3,4
09/19/17,09 28 31 50 61,10,2
09/22/17,05 39 54 63 66,15,5
09/26/17,01 10 57 66 75,4,4
09/29/17,25 51 62 73 74,7,5
10/03/17,12 18 19 25 67,7,5
10/06/17,21 33 36 45 56,12,5
10/10/17,07 16 24 61 62,2,5
10/13/17,02 07 18 26 31,12,2
10/17/17,31 45 49 56 70,11,5
10/20/17,06 23 63 66 73,9,2
10/24/17,20 24 34 56 64,6,4
10/27/17,17 27 41 51 52,13,5
10/31/17,06 28 31 52 53,12,4
11/03/17,10 22 42 61 69,3,2
11/07/17,01 54 60 68 69,11,4
11/10/17,06 23 38 42 58,24,2
11/14/17,01 14 21 22 28,19,3
11/17/17,03 26 55 58 70,15,4
11/21/17,03 07 22 27 50,3,3
11/24/17,16 36 54 61 64,22,3
11/28/17,10 17 47 51 61,5,2
12/01/17,16 22 40 41 59,8,4
12/05/17,14 15 37 42 67,22,4
12/08/17,06 37 46 60 70,24,2
12/12/17,08 23 24 25 27,9,2
12/15/17,04 12 36 44 57,19,4
12/19/17,28 37 39 42 58,2,3
12/22/17,01 20 30 33 42,16,4
12/26/17,10 12 20 38 41,25,4
12/29/17,04 10 18 28 62,7,2
01/02/18,01 42 47 64 70,22,4
01/05/18,28 30 39 59 70,10,3
01/09/18,16 29 31 65 67,23,3
01/12/18,17 18 33 46 60,24,4
01/16/18,03 11 23 29 59,18,3
01/19/18,03 17 23 49 66,23,3
01/23/18,02 06 30 31 55,7,4
01/26/18,10 16 27 38 43,1,4
01/30/18,29 41 42 49 57,24,3
02/02/18,01 04 14 17 40,4,3
02/06/18,14 17 25 48 58,25,3
02/09/18,28 34 41 46 47,14,3
02/13/18,05 12 15 46 49,1,4
02/16/18,14 38 48 53 58,16,3
02/20/18,17 19 23 24 43,14,3
02/23/18,07 11 13 19 58,9,4
02/27/18,10 17 21 38 43,23,3
03/02/18,24 28 42 60 64,8,4
03/06/18,01 04 26 35 39,22,5
03/09/18,07 17 18 46 66,22,4
03/13/18,06 30 58 60 61,17,5
03/16/18,01 13 26 33 52,11,3
03/20/18,14 38 51 64 70,9,3
03/23/18,04 08 23 53 59,17,3
03/27/18,07 25 43 56 59,13,3
03/30/18,11 28 31 46 59,1,3
04/03/18,04 29 39 42 62,14,2
04/06/18,16 33 51 54 67,20,4
04/10/18,05 13 31 43 53,20,2
04/13/18,08 09 32 42 59,10,4
04/17/18,12 34 44 47 65,22,4
04/20/18,01 15 18 32 45,4,2
04/24/18,03 19 31 32 48,10,3
04/27/18,02 29 38 63 66,11,2
05/01/18,02 07 20 55 70,1,4
05/04/18,04 05 10 12 18,21,4
05/08/18,08 15 39 64 67,13,2
05/11/18,14 38 40 53 70,22,3
05/15/18,21 34 44 49 61,21,2
05/18/18,09 26 53 64 66,11,2
05/22/18,16 17 21 36 48,9,3
05/25/18,11 14 51 64 68,25,4
05/29/18,02 11 55 58 67,2,3
06/01/18,05 24 52 62 66,17,3
06/05/18,22 33 41 48 52,4,2
06/08/18,14 30 33 44 56,13,2
06/12/18,01 03 05 08 70,3,2
06/15/18,01 11 37 47 51,6,2
06/19/18,11 13 28 65 70,14,3
06/22/18,02 06 11 27 44,20,2
06/26/18,17 25 29 39 60,19,2
06/29/18,02 32 47 49 68,23,4
07/03/18,13 35 45 49 68,23,2
07/06/18,02 10 46 50 56,16,3
07/10/18,01 17 28 56 70,14,3
07/13/18,21 22 39 59 68,2,2
07/17/18,40 41 61 66 67,12,5
07/20/18,01 14 30 44 62,1,2
07/24/18,01 02 04 19 29,20,3
07/27/18,01 32 40 49 63,20,3
07/31/18,12 15 35 64 69,9,2
08/03/18,09 28 30 54 60,2,2
08/07/18,02 13 15 21 62,2,5
08/10/18,01 03 12 22 42,6,5
08/14/18,11 26 44 45 46,11,2
08/17/18,01 31 32 47 56,3,2
08/21/18,14 16 19 38 57,11,3
08/24/18,01 06 13 18 49,8,2
08/28/18,03 20 33 34 41,20,3
08/31/18,07 18 29 32 45,17,3
09/04/18,02 07 25 35 44,3,3
09/07/18,08 10 41 54 68,10,2
09/11/18,15 30 51 62 67,19,2
09/14/18,23 30 40 43 66,13,4
09/18/18,31 32 43 63 68,17,2
09/21/18,01 02 11 52 64,9,4
09/25/18,08 16 32 48 61,12,2
09/28/18,39 45 52 56 59,15,3
10/02/18,02 22 29 31 34,1,3
10/05/18,27 28 32 41 69,12,2
10/09/18,20 22 39 54 60,18,3
10/12/18,04 24 46 61 70,7,3
10/16/18,03 45 49 61 69,9,5
10/19/18,15 23 53 65 70,7,2
10/23/18,05 28 62 65 70,5,3
10/26/18,01 28 61 62 63,5,4
10/30/18,20 31 39 46 49,23,2
11/02/18,03 23 28 46 62,16,2
11/06/18,28 34 37 56 69,12,2
11/09/18,08 14 27 57 67,5,4
11/13/18,34 46 57 65 69,11,3
11/16/18,33 36 63 68 69,16,3
11/20/18,10 16 31 42 66,10,3
11/23/18,07 10 30 33 59,23,4
11/27/18,12 24 37 42 57,18,4
11/30/18,25 28 40 43 63,19,3
12/04/18,28 31 41 42 50,4,3
12/07/18,04 10 20 33 57,13,3
12/11/18,04 38 39 54 59,12,2
12/14/18,05 22 26 43 49,23,4
12/18/18,13 22 32 60 69,9,3
12/21/18,10 13 61 62 70,5,3
12/25/18,02 08 42 43 50,6,3
12/28/18,09 10 25 37 38,21,2
01/01/19,34 44 57 62 70,14,4
01/04/19,21 29 35 54 60,15,4
01/08/19,13 26 29 38 64,5,5
01/11/19,04 05 31 62 69,20,3
01/15/19,29 52 58 60 62,7,2
01/18/19,02 43 48 62 64,24,3
01/22/19,04 15 37 59 64,16,5
01/25/19,08 16 30 38 61,10,2
01/29/19,10 33 53 54 62,22,2
02/01/19,02 37 48 66 68,11,5
02/05/19,03 34 36 59 66,7,2
02/08/19,14 24 31 42 48,13,3
02/12/19,15 32 39 50 65,7,3
02/15/19,10 38 40 43 65,12,2
02/19/19,17 24 34 56 65,3,2
02/22/19,18 24 31 34 55,4,4
02/26/19,10 12 14 24 60,20,3
03/01/19,29 33 39 60 66,21,2
03/05/19,15 20 32 37 52,6,3
03/08/19,04 09 42 62 68,7,4
03/12/19,10 12 16 49 57,18,4
03/15/19,03 29 56 62 64,4,3
03/19/19,10 42 53 67 68,15,3
03/22/19,07 36 58 60 62,10,3
03/26/19,04 14 22 43 58,9,3
03/29/19,05 14 15 62 66,3,3
04/02/19,33 47 58 59 64,25,3
04/05/19,08 22 24 38 64,21,2
04/09/19,11 22 34 44 58,9,2
04/12/19,01 24 25 40 70,4,2
04/16/19,11 29 34 48 54,10,2
04/19/19,18 25 43 44 57,25,4
04/23/19,07 24 30 48 67,9,4
04/26/19,09 17 23 30 46,10,4
04/30/19,24 37 41 61 70,20,3
05/03/19,08 16 22 66 68,11,2
05/07/19,03 06 34 54 63,19,3
05/10/19,03 16 21 61 62,19,2
05/14/19,11 59 66 67 68,18,4
05/17/19,05 17 28 32 63,11,3
05/21/19,10 50 55 56 58,15,5
05/24/19,14 41 44 56 62,10,2
05/28/19,09 21 34 42 50,21,2
05/31/19,07 08 26 65 67,4,3
06/04/19,25 37 46 48 68,25,2
06/07/19,17 19 27 40 68,2,3
06/11/19,20 34 39 43 57,13,3
06/14/19,19 40 47 57 65,6,2
06/18/19,12 14 22 24 48,21,2
06/21/19,13 30 36 48 62,18,3
06/25/19,24 33 45 47 61,17,3
06/28/19,02 35 49 53 63,1,2
07/02/19,03 25 37 40 55,13,2
07/05/19,06 38 47 57 63,12,2
07/09/19,12 26 40 48 64,1,2
07/12/19,08 25 38 56 59,7,2
07/16/19,08 16 31 48 52,23,3
07/19/19,16 18 28 33 67,14,3
07/23/19,01 04 23 40 45,11,2
07/26/19,04 06 11 43 48,11,3
07/30/19,10 24 28 33 38,6,3
08/02/19,11 20 26 48 70,19,2
08/06/19,11 17 31 43 55,16,2
08/09/19,15 53 56 59 63,1,2
08/13/19,07 27 31 34 51,5,3
08/16/19,04 14 24 26 46,14,2
08/20/19,08 14 25 51 63,4,3
08/23/19,11 15 37 54 68,21,2
08/27/19,08 12 23 39 43,6,2
08/30/19,03 09 11 34 39,10,4
09/03/19,13 20 27 61 62,5,2
09/06/19,04 11 13 19 31,10,4
09/10/19,34 47 48 50 55,24,2
09/13/19,06 16 37 59 62,5,2
09/17/19,12 15 30 50 65,1,4
09/20/19,23 24 42 48 53,22,2
09/24/19,06 14 24 42 46,9,4
09/27/19,12 20 31 43 45,20,3
10/01/19,10 17 39 42 59,3,2
10/04/19,11 38 44 48 70,17,2
10/08/19,05 08 10 17 48,23,3
10/11/19,14 22 30 37 60,8,3
10/15/19,04 12 14 35 70,2,2
10/18/19,18 58 60 65 67,20,3
10/22/19,05 11 14 23 25,10,4
10/25/19,16 24 25 52 60,6,3
10/29/19,04 09 17 27 39,22,2
11/01/19,09 20 36 41 54,22,2
11/05/19,02 09 24 49 54,19,3
11/08/19,03 04 10 39 58,14,3
11/12/19,19 30 44 56 65,24,2
11/15/19,12 19 34 35 68,20,2
11/19/19,22 43 44 47 66,22,3
11/22/19,07 12 17 49 53,24,4
11/26/19,08 27 29 38 43,13,2
11/29/19,06 08 31 50 65,9,2
12/03/19,23 43 60 63 69,19,2
12/06/19,20 31 40 46 61,20,5
12/10/19,18 31 46 54 61,25,2
12/13/19,17 21 29 39 56,22,3
12/17/19,22 30 53 55 56,16,2
12/20/19,03 20 23 35 60,16,3
12/24/19,27 37 48 63 66,11,2
12/27/19,17 34 40 63 64,24,4
12/31/19,30 44 49 53 56,11,3
01/03/20,37 41 42 53 63,16,2
01/07/20,25 40 41 52 56,21,4
01/10/20,17 27 49 51 66,2,2
01/14/20,09 11 13 31 47,11,2
01/17/20,03 25 30 54 70,9,3
01/21/20,16 18 29 31 37,8,3
01/24/20,03 04 18 23 38,24,4
01/28/20,17 36 47 51 62,21,3
01/31/20,28 31 33 57 62,19,2
02/04/20,32 48 50 51 64,10,2
02/07/20,09 14 27 36 52,4,3
02/11/20,04 06 32 52 64,6,2
02/14/20,10 32 48 54 55,18,5
02/18/20,06 12 39 61 70,4,3
02/21/20,04 07 13 16 60,6,4
02/25/20,02 09 43 49 63,15,2
02/28/20,02 03 14 41 64,17,2
03/03/20,08 12 33 56 64,2,2
03/06/20,15 48 56 58 70,4,4
03/10/20,06 17 48 54 69,12,5
03/13/20,07 22 37 43 44,22,4
03/17/20,20 27 28 58 59,25,3
03/20/20,34 35 41 45 54,5,4
03/24/20,02 08 16 18 31,14,2
03/27/20,03 25 28 50 60,1,4
03/31/20,08 17 51 57 70,2,4
04/03/20,24 38 44 57 58,17,4
04/07/20,25 33 43 51 68,20,2
04/10/20,02 11 21 57 60,13,2
04/14/20,29 47 65 69 70,7,4
04/17/20,13 35 39 46 55,14,4
04/21/20,13 15 24 67 70,17,2
04/24/20,01 27 32 60 67,18,2
04/28/20,13 19 53 54 63,17,3
05/01/20,28 30 31 35 66,14,2
05/05/20,07 13 17 21 45,14,2
05/08/20,05 20 22 61 70,4,2
05/12/20,07 16 27 44 52,5,5
05/15/20,11 17 32 33 46,25,3
05/19/20,08 19 25 36 66,9,2
05/22/20,08 10 20 44 46,18,4
05/26/20,34 52 58 59 62,4,3
05/29/20,10 13 32 41 51,3,2
06/02/20,09 20 23 26 29,8,3
06/05/20,32 35 37 47 55,22,3
06/09/20,01 05 09 10 23,22,2
06/12/20,09 14 57 67 70,2,3
06/16/20,21 23 33 35 42,6,3
06/19/20,11 34 36 52 66,7,2
06/23/20,06 20 37 40 48,15,3
06/26/20,19 33 37 56 57,6,2
06/30/20,09 16 29 37 53,11,2
07/03/20,20 40 44 45 50,24,2
07/07/20,16 20 25 30 43,18,3
07/10/20,10 15 20 49 53,22,5
07/14/20,06 26 55 56 64,22,4
07/17/20,12 13 21 46 57,21,3
07/21/20,14 25 26 41 43,15,3
07/24/20,08 33 39 54 58,17,3
07/28/20,17 20 27 31 34,19,4
07/31/20,12 35 46 48 69,23,2
08/04/20,02 22 30 42 62,20,3
08/07/20,04 44 53 64 70,3,2
08/11/20,08 22 29 43 56,9,4
08/14/20,03 24 29 42 47,13,2
08/18/20,04 18 26 27 58,23,4
08/21/20,11 15 31 42 63,14,2
08/25/20,08 10 15 17 57,12,3
08/28/20,03 09 50 53 64,1,3
09/01/20,15 25 26 38 47,22,4
09/04/20,19 22 24 28 53,25,3
09/08/20,07 10 15 31 57,21,2
09/11/20,03 15 42 48 56,13,2
09/15/20,25 28 38 59 62,22,4
09/18/20,26 29 41 52 64,11,3
09/22/20,36 43 44 55 68,12,4
09/25/20,20 36 37 48 67,16,2
09/29/20,14 39 43 44 67,19,3
10/02/20,09 38 47 49 68,25,2
10/06/20,15 16 18 39 59,17,3
10/09/20,05 11 25 27 64,13,2
10/13/20,11 44 45 46 70,25,2
10/16/20,27 32 50 52 57,12,5
10/20/20,46 54 57 58 66,10,3
10/23/20,18 34 44 60 69,22,2
10/27/20,06 13 34 46 62,1,3
10/30/20,14 19 34 39 59,11,2
11/03/20,07 31 44 45 55,19,3
11/06/20,18 24 27 34 60,2,2
11/10/20,23 45 53 58 62,13,5
11/13/20,06 07 14 28 59,7,2
11/17/20,08 13 35 46 68,16,3
11/20/20,26 33 45 61 68,17,3
11/24/20,09 15 34 61 64,6,2
11/27/20,04 10 27 35 58,10,2
12/01/20,07 33 53 61 65,14,2
12/04/20,03 19 24 44 50,8,3
12/08/20,15 19 33 39 68,25,3
12/11/20,19 31 37 55 67,25,4
12/15/20,01 10 18 20 46,15,2
12/18/20,07 15 25 51 60,5,3
12/22/20,29 53 56 59 67,21,2
12/25/20,17 23 36 69 70,19,2
12/29/20,01 31 35 48 62,19,3
01/01/21,08 24 53 68 69,7,5
01/05/21,20 43 51 55 57,4,2
01/08/21,03 06 16 18 58,11,2
01/12/21,12 14 26 28 33,9,2
01/15/21,03 11 12 38 43,15,4
01/19/21,10 19 26 28 50,16,2
01/22/21,04 26 42 50 60,24,2
01/26/21,29 49 56 66 67,24,3
01/29/21,04 44 58 59 70,3,3
02/02/21,13 37 38 40 67,10,2
02/05/21,14 17 28 29 44,2,4
02/09/21,07 18 21 31 40,9,4
02/12/21,05 14 24 25 27,14,3
02/16/21,01 36 44 54 66,10,3
02/19/21,27 32 47 50 53,4,4
02/23/21,05 07 09 20 57,15,3
02/26/21,11 15 37 62 64,5,2
03/02/21,04 08 13 34 64,18,2
03/05/21,10 11 17 27 54,20,2
03/09/21,04 33 46 58 65,13,2
03/12/21,02 24 25 31 65,18,4
03/16/21,10 41 46 52 69,8,2
03/19/21,09 14 40 58 69,8,3
03/23/21,12 23 35 38 55,11,2
03/26/21,04 25 37 46 67,15,3
03/30/21,11 37 47 53 56,15,3
04/02/21,10 42 48 53 62,19,2
04/06/21,01 19 20 32 42,17,3
04/09/21,22 26 27 58 66,12,2
04/13/21,10 15 19 45 68,9,4
04/16/21,17 27 28 50 55,25,4
04/20/21,06 23 43 49 52,5,3
04/23/21,04 28 29 30 60,25,3
04/27/21,15 22 30 41 42,25,4
04/30/21,08 19 26 48 49,5,3
05/04/21,04 27 32 57 63,22,3
05/07/21,05 10 19 21 50,10,4
05/11/21,07 08 20 36 39,22,3
05/14/21,03 18 41 44 68,3,2
05/18/21,03 05 56 61 66,4,2
05/21/21,06 09 17 18 48,8,3
05/25/21,14 21 31 34 54,11,3
05/28/21,10 14 20 47 70,15,2
06/01/21,07 11 33 58 63,23,2
06/04/21,04 30 34 41 64,8,3
06/08/21,09 22 39 41 54,19,3
06/11/21,04 43 56 63 68,13,4
06/15/21,18 22 27 38 52,11,4
06/18/21,14 36 44 46 53,18,2
06/22/21,01 26 48 51 59,25,4
06/25/21,17 20 42 45 65,12,4
06/29/21,07 38 50 52 69,21,3
07/02/21,08 31 32 34 45,19,2
07/06/21,18 47 63 68 69,14,3
07/09/21,06 37 39 41 46,17,2
07/13/21,03 10 17 26 55,24,2
07/16/21,24 25 47 52 57,24,4
07/20/21,10 26 30 52 57,10,2
07/23/21,13 17 19 40 69,17,3
07/27/21,02 35 36 54 64,11,3
07/30/21,19 26 31 52 68,10,3
08/03/21,01 09 17 27 34,24,2
08/06/21,09 18 40 46 69,9,2
08/10/21,29 45 50 59 62,12,2
08/13/21,17 21 35 40 53,11,2
08/17/21,03 06 16 38 56,24,3
08/20/21,41 43 51 57 70,1,2
08/24/21,17 18 26 52 67,19,2
08/27/21,01 10 44 47 56,23,3
08/31/21,08 14 31 58 68,15,3
09/03/21,07 10 12 61 65,3,2
09/07/21,15 17 25 32 53,12,3
09/10/21,20 32 35 47 64,18,2
09/14/21,04 13 19 63 64,16,2
09/17/21,17 32 40 59 61,18,3
09/21/21,36 41 45 51 56,13,3
09/24/21,17 21 27 43 56,15,3
09/28/21,18 30 43 68 69,22,4
10/01/21,21 25 36 62 63,6,2
10/05/21,07 11 18 30 36,4,3
10/08/21,21 24 36 40 70,22,5
10/12/21,21 26 56 61 65,4,3
10/15/21,03 20 31 34 65,18,3
10/19/21,03 12 13 19 52,1,3
10/22/21,09 14 26 29 66,22,3
10/26/21,06 14 19 56 62,9,4
10/29/21,15 26 28 35 45,4,3
11/02/21,05 10 26 58 65,9,2
11/05/21,10 15 20 66 68,18,2
11/09/21,09 14 16 26 49,14,3
11/12/21,30 32 42 46 48,15,2
11/16/21,06 22 44 53 65,3,3
11/19/21,05 23 52 53 59,18,5
11/23/21,07 24 54 57 58,6,3
11/26/21,07 27 37 42 59,2,2
11/30/21,07 08 26 30 39,17,2
12/03/21,22 45 48 58 61,13,5
12/07/21,01 07 40 43 68,1,2
12/10/21,23 25 40 42 60,8,2
12/14/21,33 35 44 55 69,20,3
12/17/21,21 32 38 48 62,10,3
12/21/21,25 31 58 64 67,24,3
12/24/21,16 17 25 36 37,16,2
12/28/21,03 05 08 31 38,4,3
12/31/21,02 05 30 46 61,8,3
01/04/22,04 06 16 21 22,1,3
01/07/22,07 29 43 56 57,6,3
01/11/22,02 03 19 52 58,16,2
01/14/22,05 08 13 22 48,25,2
01/18/22,04 19 39 42 52,9,4
01/21/22,38 45 46 55 67,18,2
01/25/22,03 12 38 53 58,13,3
01/28/22,03 16 25 44 55,13,3
02/01/22,11 24 38 62 66,1,4
02/04/22,07 16 34 44 61,24,4
02/08/22,01 17 20 52 54,2,3
02/11/22,11 16 23 24 30,24,3
02/15/22,02 04 15 21 63,19,3
02/18/22,06 11 50 63 68,17,4
02/22/22,06 17 22 57 62,3,3
02/25/22,15 31 40 56 66,4,3
03/01/22,18 22 38 39 50,18,2
03/04/22,11 19 28 46 47,5,4
03/08/22,07 18 38 58 64,24,3
03/11/22,24 28 39 44 66,25,3
03/15/22,09 14 28 59 60,24,5
03/18/22,02 06 25 40 45,5,4
03/22/22,08 15 21 27 61,8,3
03/25/22,03 13 42 51 58,17,2
03/29/22,07 22 36 45 47,12,2
04/01/22,26 42 47 48 63,21,5
04/05/22,22 43 60 63 64,18,2
04/08/22,08 11 29 32 40,2,3
04/12/22,02 08 14 20 31,17,2
04/15/22,04 17 20 46 64,23,4
04/19/22,02 09 33 47 53,24,3
04/22/22,07 28 29 58 59,10,3
04/26/22,05 07 19 46 69,2,4
04/29/22,09 11 34 49 66,15,2
05/03/22,15 19 27 35 57,17,2
05/06/22,16 21 33 52 70,10,2
05/10/22,15 19 20 61 70,6,3
05/13/22,11 41 43 44 65,13,3
05/17/22,07 21 24 41 65,24,4
05/20/22,33 40 59 60 69,22,3
05/24/22,03 05 06 63 68,25,3
05/27/22,03 14 40 53 54,8,3
05/31/22,06 15 41 63 64,24,4
06/03/22,11 16 22 48 59,11,4
06/07/22,04 34 40 41 53,3,4
06/10/22,03 12 14 18 32,4,5
06/14/22,30 37 38 42 58,22,2
06/17/22,20 36 53 56 69,16,2
06/21/22,08 13 18 32 42,20,3
06/24/22,01 07 11 25 56,14,2
06/28/22,07 12 21 43 55,11,2
07/01/22,01 27 29 38 62,12,3
07/05/22,27 31 50 51 61,21,4
07/08/22,20 36 61 62 69,20,3
07/12/22,04 07 10 45 64,12,2
07/15/22,08 20 26 53 64,15,5
07/19/22,02 31 32 37 70,25,3
07/22/22,14 40 60 64 66,16,3
07/26/22,07 29 60 63 66,15,3
07/29/22,13 36 45 57 67,14,2
08/02/22,10 14 25 37 63,14,3
08/05/22,02 05 29 64 69,18,3
08/09/22,01 08 10 25 32,13,3
08/12/22,23 24 50 54 64,3,3
08/16/22,33 35 41 45 51,1,2
08/19/22,12 18 24 46 65,3,4
08/23/22,03 05 47 48 67,7,2
08/26/22,06 27 30 38 64,23,2
08/30/22,02 38 55 57 65,17,3
09/02/22,39 40 52 60 67,20,2
09/06/22,06 17 46 59 68,2,4
09/09/22,16 21 54 55 69,22,2
09/13/22,14 25 38 59 64,21,4
09/16/22,15 30 35 38 66,12,4
09/20/22,09 21 28 30 52,10,5
09/23/22,05 50 53 58 64,22,4
09/27/22,08 14 24 43 51,9,3
09/30/22,16 26 37 40 51,6,4
10/04/22,15 18 25 33 38,25,2
10/07/22,06 11 29 36 55,21,2
10/11/22,03 07 11 13 38,1,3
10/14/22,09 22 26 41 44,19,2
10/18/22,01 15 20 44 67,23,3
10/21/22,34 36 43 45 68,22,2
10/25/22,21 30 35 45 66,21,3
10/28/22,04 18 31 53 69,7,2
11/01/22,05 09 15 16 17,25,3
11/04/22,02 20 47 55 59,19,2
11/08/22,05 13 29 38 59,23,4
11/11/22,01 05 17 37 70,22,3
11/15/22,06 19 28 46 61,18,2
11/18/22,02 14 16 38 66,9,4
11/22/22,13 23 24 25 43,2,3
